Erzincan, Turkey (ERC)
Erzurum, Turkey (ERZ)
Esbjerg, Denmark - Esbjerg Airport (EBJ)
Esbjerg, Denmark - Rail service (ZBB)
Esmeraldas, Ecuador (ESM)
Esperance, Australia (EPR)
Espiritu Santo, Vanuatu (SON)
Esquel, Argentina (EQS)
Eveter, United Kingdom (EXT)
Ewer, Indonesia (EWE)
Exmouth Gulf, Australia (EXM)
Fagernes, Norway (VDB)
Fair Isle, United Kingdom (FIE)
Faisalabad, Pakistan (LYP)
Fajard, Puerto Rico (FAJ)
Fak Fak, Indonesia (FKQ)
Fakarava, French Polynesia (FAV)
Farafangana, Madagascar (RVA)
Faro, Portugal (FAO)
Faroe Islands, Faroe Islands (FAE)
Fera Island, Solomon Islands (FRE)
Fergana, Uzbekistan (FEG)
Fernando De Noronha, Brazil (FEN)
Fez, Morocco (FEZ)
Fianarantsoa, Madagascar (WFI)
Figari, France (FSC)
Filton, United Kingdom (FZO)
Finkenwerder, Germany (XFW)
Fitzroy Crossing, Australia (FIZ)
Flensburg, Germany (FLF)
Florence, Italy - Gal Galilei (PSA)
Florence, Italy - Peretola (FLR)
Florencia, Colombia (FLA)
Flores Island, Portugal (FLW)
Flores, Guatemala (FRS)
Florianopolis, Brazil (FLN)
Floro, Norway (FRO)
Foggia, Italy (FOG)
Forde, Norway (FDE)
Formosa, Argentina (FMA)
Fort Dauphin, Madagascar (FTU)
Fort De France, Martinique (FDF)
Fortaleza, Brazil (FOR)
Franca, Brazil (FRC)
Franceville, Gabon (MVB)
Francistown, Botswana (FRW)
Frankfurt, Germany - Hahn (HHN)
Frankfurt, Germany - International (FRA)
Fredericia, Denmark (ZBJ)
Freeport, Bahamas (FPO)
Freetown, Sierra Leone - Lungi Intl (FNA)
Friedrichshafer, Germany (FDH)
Fuerteventura, Spain (FUE)
Fukuoka, Japan (FUK)
Fukue, Japan (FUJ)
Fukushima, Japan (FKS)
Funafuti Atol, Tuvalu (FUN)
Funchal, Portugal (FNC)
Futuna Island, Vanuatu (FTA)
Futuna Island, Wallis and Futuna Islands (FUT)
Fuyang, China (FUG)
Fuzhou, China (FOC)
Gaborone, Botswana (GBE)
Gafsa, Tunisia (GAF)
Gagnoa, Cote D'Ivoire (GGN)
Galapagos, Ecuador (GPS)
Gallivare, Sweden (GEV)
Galway, Ireland (GWY)
Gamba, Gabon (GAX)
Gambela, Ethiopia (GMB)
Gan Island, Maldives (GAN)
Gangneung, South Korea (KAG)
Garachine, Panama (GHE)
Garaina, Papua New Guinea (GAR)
Garasa, Papua New Guinea (GRL)
Garden Point, Australia (GPN)
Garoua, Cameroon (GOV)
Gassim, Saudi Arabia (ELQ)
Gaua, Vanuatu (ZGU)
Gawahati, India (GAU)
Gaza City, Occupied Palestinian Territory (GZA)
Gaziatep, Turkey (GZT)
Gdansk, Poland (GDN)
Gebe, Indonesia (GEB)
Gelendzik, Russia (GDZ)
Geneina, Sudan (EGN)
General Santos, Philippines (GES)
Geneva, Switzerland (GVA)
Genoa, Italy (GOA)
George Town, Bahamas (GGT)
George, South Africa (GRJ)
Georgetown, Guyana (GEO)
Geraldton, Australia, (GET)
Gerona, Spain (GRO)
Ghadames, Libya (LTD)
Ghardala, Algeria (GHA)
Ghat, Libya (GHT)
Gibraltar, Gibraltar (GIB)
Gilgit, Pakistan (GIL)
Gisborne, New Zealand (GIS)
Gizan, Saudi Arabia (GIZ)
Gizo, Solomon Islands (GZO)
Gladstone, Australia (GLT)
Glasgow, United Kingdom - Glasgow International (GLA)
Glasgow, United Kingdom - Prestwick (PIK)
Glen Innes, Australia (GLI)
Goa, India (GOI)
Goba, Ethiopia (GOB)
Gobernador Gregores, Argentina (GGS)
Gode/Iddidole, Ethopia (GDE)
Goiania, Brazil (GYN)
Gold Coast, QL, Australia (OOL)
Golfito, Costa Rica (GLF)
Golmud, China (GOQ)
Gonalia, Papua New Guinea (GOE)
Gondari, Ethiopia (GDQ)
Gore, Ethiopia (GOR)
Goroka, Papua New Guinea (GKA)
Gorontalo, Indonesia (GTO)
Gothenburg, Sweden - Landvetter (GOT)
Gothenburg, Sweden - Saeve (GSE)
Goulburn Island, Australia (GBL)
Goundam, Mali (GUD)
Gove, Australia (GOV)
Governors Harbour, Bahamas (GHB)
Governador Valadares, Brazil (GVR)
Goya, CR, Argentina (OYA)
Gozo, Malta (GZM)
Graciosa Island, Portugal (GRW)
Grafton, Australia (GFN)
Granada, Spain (GRX)
Grand Cayman, Cayman Islands (GCM)
Grand Turk Island, Turks and Caicos Islands (GDT)
Graz, Austria (GRZ)
Grenada, Grenada, (GND)
Grenoble, France (GNB)
Griffith, Australia (GFF)
Grimsey, Iceland (GRY)
Groennedal, Greenland (JGR)
Groningen, Netherlands (GRQ)
Groofe Eylandt, Australia (GTE)
Guadalajara, Mexico (GDL)
Guam (GUM)
Guanaja, Honduras (GJA)
Guanajuato, Mexico (BJX)
Guangzhou, China (CAN)
Guantanamo, Cuba (GAO)
Guatemala City, Guatemala (GUA)
Guayaquil, Ecuador (GYE)
Guayaramerin, Bolivia (GYA)
Guaymas, Mexico (GYM)
Guernsey, United Kingdom (GCI)
Guerrero Negro, Mexico (GUB)
Guilin, China (KWL)
Guiria, Venezuela (GUI)
Gulu, Uganda (ULU)
Gulyang, China (KWE)
Gunsan, South Korea (KUV)
Gurayat, Saudi Arabia (URY)
Gwadar, Pakistan (GWD)
Gwangju, South Korea (KWJ)
Gwalior, India (GWL)
Gyandzha, Azerbaijan (KVD)
Gyourmri, Armenia (LWN)
HaApa, Tonga (HPA)
Hachijo Jima, Japan (HAC)
Hagfors, Sweden (HFS)
Haifa, Israel (HFA)
Haikou, China (HAK)
Hail, Saudi Arabia (HAS)
Hailar, China (HLD)
Haiphong, Viet Nam - Catbi (HPH)
Hakodate, Japan (HKD)
Halberstadt, Germany (ZHQ)
Halls Creek, Australia (HCQ)
Halmstad, Sweden (HAD)
Hamburg, Germany - Fuhisbuettel (HAM)
Hamburg, Germany - Luebeck (LBC)
Hamilton Island, Australia (HTI)
Hamilton, Bermuda (BDA)
Hamilton, New Zealand (HLZ)
Hammerfest, Norway (HFT)
Hangzhou, China (HGH)
Hanimaadhoo, Maldives (HAQ)
Hanoi, Viet Nam - Noibai (HAN)
Hanover, Germany (HAJ)
Hanzhang, China (HZG)
Harare, Zimbabwe (HRE)
Harbin, China (HRB)
Hargeisa, Somolia (HGA)
Harstad-Narvik, Norway (EVE)
Hassi Messaoud, Algeria (HME)
Hasvik, Norway (HAA)
Hat Yai, Thailand (HDY)
Hateruma, Japan (HTR)
Haugesund, Norway (HAU)
Havana, Cuba (HAV)
Hayman Island, Australia (HIS)
Hefei, China (HFE)
Heidelberg, Germany (HDB)
Helgoland, Germany (HGL)
Helsinki, Finland (HEL)
Heno, Myanmar (HEH)
Heraklian, Greece (HER)
Heringsdorf, Germany (HDF)
Hermavan, Sweden (HMV)
Hermosillo, Mexico (HMO)
Herning, Denmark (XAK)
Hervey Bay, Australia (HVB)
Hiroshima, Japan - International (HIJ)
Hiroshima, Japan - Hiroshima West (HIW)
Hivaro, Papua New Guinea (HIT)
Ho Chi Minh City, Viet Nam (SGN)
Hobart, Australia (HBA)
Hodeidah, Yemen (HOD)
Hoedspruit, South Africa (HDS)
Hof, Germany (HOQ)
Hofuf, Saudi Arabia (HOF)
Hohhot, China (HET)
Hokitika, New Zealand (HKK)
Holguin, Cuba (HOG)
Hong Kong, Hong Kong (HKG)
Honiara, Solomon Islands (HIR)
Honningsvag, Norway (HVG)
Hooker, Australia (HOK)
Horn Island Australia (HID)
Hornafjordur, Iceland (HFN)
Horta, Portugal (HOR)
Hoskins, Papua New Guinea (HKN)
Hotan, China (HTN)
Houeisay, Laos (HOE)
Houn, Libya (HUQ)
Huahine, French Polynesia (HUH)
Hualien, Taiwan - Phi Bai (HUN)
Hualtin, Thailand (HHQ)
Huanuco, French Polynesia (HUU)
Huargyan, China (HYN)
Huatulco, Mexico (HUX)
Hudiksvall, Sweden (HUV)
Hue, Viet Nam (HUI)
Hughenden, Australia (HGD)
Hultsfred, Sweden (HLF)
Humberside, United Kingdom (HUY)
Hurghada, Egypt (HRG)
Hwange Nat Park, Zimbabwe (HWN)
Hyderabad, India (HYD)
Iasi, Romania (IAS)
Ibague, Colombia (IBE)
Ibiza, Spain (IBZ)
Igarka, Russia (IAA)
Iguassu Falls, PR, Brazil (IGU)
Iguazu, Argentina (IGR)
Ihu, Papua New Guinea (IHU)
Ile Des Pins, New Caledonia (ILP)
Ilheus, Brazil (IOS)
Illaga, Indonesia (ILA)
Iloilo, Philippines - Mandurriao (ILO)
Ilu, Indonesia (IUL)
Ilulissat, Greenland (JAV)
Imperatriz, Brazil (IMP)
Imphal, India (IMF)
In Amenas, Algeria (IAM)
Inagua, Bahamas (IGA)
Inanwatan, Indonesia (INX)
Indagen, Papua New Guinea (IDN)
Indore, India (IDR)
Innsbruck, Austria (INN)
Inta, Russia (INA)
Invercargill, New Zealand (IVC)
Inverell, Australia (IVR)
Inverness, United Kingdom (INV)
Ioannina, Greece (IOA)
Ioma, Papua New Guinea (IOP)
Ipatinga, Brazil (IPN)
Ipiales, Colombia (IPI)
Ipil, Philippines (IPE)
Ipoh, Malaysia (IPH)
Ipota, Vanuatu (IPA)
Iquique, Chile (IQQ)
Iquitos, Peru (IQT)
Irkutsk, Russia (IKT)
Isafjordur, Iceland (IFJ)
Isfahan, Iran (IFN)
Ishigakij, Japan (ISG)
Islamabad, Pakistan (ISB)
Island Lake/Garden Hill, Canada (YIV)
Islay, United Kingdom (ILY)
Isle of Man, United Kingdom (IOM)
Isles of Scilly, United Kingdom - St Marys (ISC)
Isles of Scilly, United Kingdom - Tresco (TSO)
Istanbul, Turkey (IST)
Itaituba, Brazil (ITB)
Itokama, Papua New Guinea (ITK)
Ivalo, Finland (IVL)
Ivano-Frankovsk, Ukraine (IFO)
Iwami, Japan (IWJ)
Ixtapa, Mexico (ZIH)
Ixtepec, Mexico (IZT)
Izmir, Turkey (ADB)
Izumo, Japan (IZO)
Jabor, Marshall Islands (JAT)
Jacareacanga, Brazil (JCR)
Jacobabad, Pakistan (JAG)
Jacquinot Bay, Papua New Guinea (JAQ)
Jaipur, India (JAI)
Jakarta, Indonesia (CGK)
Jalapa, Mexico (JAL)
Jaluit Island, Marshall Islands (UIT)
Jambi. Indonesia (DJB)
Jamnagar, India (JGA)
Janakpur, Nepal (JKR)
Jaque, Panama (JQE)
Jayapura, Indonesia (DJJ)
Jeddah, Saudi Arabia (JED)
Jeh, Marshall Islands (JEJ)
Jeju, South Korea - Jeju Airport, metro area (CJU)
Jerez De La Frontere, Spain (XRY)
Jersey, United Kingdom (JER)
Jessore, Bangladesh (JSR)
Jiamusi, China (JMU)
Jiayuguan, China (JGN)
Jijel, Algeria (GJL)
Jijiga, Ethiopia (JIJ)
Jimma, Ethiopia (JIM)
Jinan, China (TNA)
Jingdezhen, China (JDZ)
Jinghong, China (JHG)
Jinja, Uganda (JIN)
Jinjiang, China (JJN)
Jinju, South Korea - Sancheon (HIN)
Jinka, Ethiopia (BCO)
Jinzhou, China (JNZ)
Ji-Parana, Brazil (JPR)
Jiwani, Pakistan (JIW)
Joao Pessoa, Brazil (JPA)
Jodhpur, India (JDH)
Joensuu, Finland (JOE)
Johannesburg, South Africa (JNB)
Johnston Island, US Minor Outlying Islands (JON)
Johor, Malaysia (JHB)
Joinville, Brazil (JOI)
Jommu, India (IXJ)
Jomsom, Nepal (JMO)
Jonkoping, Sweden (JKG)
Jorhat, India (JRH)
Jose De San Martin, Argentina (JSM)
Jouf, Saudi Arabia (AJF)
Juazeiro Do Norte, Brazil (JDO)
Juist, Germany (JUI)
Juiz De Fora, Brazil (JDF)
Jujuy, Argentina (JUJ)
Julia Creek, Australia (JCK)
Juliaca, Peru (JUL)
Juzha, China (JUZ)
Jyvaskyla, Finland (JYV)
Kaadedhdhoo, Maldives (KDM)
Kaben, Marshall Islands (KBT)
Kabri Dar, Ethiopia (ABK)
Kabul, Afghanistan (KBL)
Kabwun, Papua New Guinea (KBM)
Kadanwari, Pakistan (KCF)
Kadhonoo, Maldives (KDO)
Kaintiba, Papua New Guinea (KZF)
Kaitaia, New Zealand (KAT)
Kajaani, Finland (KAJ)
Kalbarri, Australia (KAX)
Kaliningrad, Russia (KGD)
Kambuaya, Indonesia (KBX)
Kameshli, Syrian Arab Republic (KAC)
Kamur, Indonesia (KCD)
Kamusi, Papua New Guinea (KUY)
Kano, Nigeria (KAN)
Karachi, Pakistan - Quaid-E-Azam International (KHI)
Kardia, Estonia (KDL)
Kariba, Zimbabwe (KAB)
Karlsruhe/Badern Baden, Germany (FKB)
Karpathos, Greece (AOK)
Karubaga, Indonesia (KBF)
Kasaba Bay, Zambia (ZKB)
Kasama, Zambia (KAA)
Kasane, Botswana (BBK)
Katherine, NT, Australia (KTR)
Kathmandu, Nepal (KTM)
Katowice, Poland (KTW)
Kaunas, Lithuania (KUN)
Kavala, Greece (KVA)
Kavieng, Papua New Guinea (KVG)
Kawthaung, Myanmar (KAW)
Kayseri, Turkey (ASR)
Kazan,, Russia (KZN)
Kefallinia, Greece (EFL)
Kendari, Indonesia (KDI)
Kerkyra, Greece (CFU)
Khajuraho, India (HJR)
Kharga, Egypt (UVL)
Kharkov, Ukraine (HRK)
Khudzhand, Tajikistan (LBD)
Khuzdar, Pakistan (KDD)
Kiev, Ukraine - Zhulhany (IEV)
Kiev, Ukraine - Borispol (KBP)
Kigali, Rwanda (KGL)
Kigoma, Tanzania (TKQ)
Kilimanjaro, Tanzania (JRO)
Kimmirut/Lake Harbour, Canada (YLC)
Kingston, Jamaica - Norman Manley (KIN)
Kingston, Jamaica - Tinson (KTP)
Kinshasa, Congo (FIH)
Kirakira, Solomon Islands (IRA)
Kitadaito, Japan (KTD)
Kittila, Finland (KTT)
Kiunga, Papua New Guinea (UNG)
Kiwayu, Kenya (KWY)
Knock, Ireland (NOC)
Kochi, Japan (KCZ)
Koh Samui, Thailand (USM)
Kolkata, India (CCU)
Kolobrzeg, Poland (QJY)
Komsomolsk Na Amure, Russia (KXK)
Konya, Turkey (KYA)
Koror, Palau (ROR)
Koszalin, Poland (OSZ)
Kota Bharu, Malaysia (KBR)
Kota Kinabalu, Malaysia (BKI)
Kowanyama, QL, Australia (KWM)
Kozhikode, India (CCJ)
Krabi, Thailand (KBV)
Krakow, Poland (KRK)
Krivoy Rog, Ukraine (KWG)
Kuala Lumpur, Malaysia (KUL)
Kuala Terengganu, Malaysia (TGG)
Kuantan, Malaysia (KUA)
Kubin Island, QL, Australia (KUG)
Kuching, Malaysia (KCH)
Kahramanmaras, Turkey (KCM)
Kudat, Malaysia (KUD)
Kufrah, Libya (AKF)
Kulusuk, Greenland (KUS)
Kumejima, Japan (UEO)
Kundiawa, Papau New Guinea (CMU)
Kuopio, Finland (KUO)
Kuri, Papua New Guinea (KUQ)
Kushiro, Japan (KUH)
Kutaisi, Georgia (KUT)
Kuusamo, Finland (KAO)
Kuwait, Kuwait (KWI)
Kwajalein, Marshall Islands (KWA)
Kyzyl, Russia (KYZ)
La Ceiba, Honduras (LCE)
La Coruna, Spain (LCG)
La Palma, Panama (PLP)
La Paz, Bolivia (LPB)
La Paz, Mexico (LAP)
La Rioja, Argentina (IRJ)
La Romana, Dominican Republic (LRM)
La Serena, Chile (LSC)
Laayoune, Morocco (EUN)
Labasa, Fiji (LBS)
Lablab, Papua New Guinea (LAB)
Labuan Bajo, Indonesia (LBJ)
Labuan, Malaysia (LBU)
Lae Island, Marshall Islands (LML)
Lae, Papua New Guinea (LAE)
Lages, SC, Brazil (LAJ)
Lago Agrio, Ecuador (LGQ)
Lago Argentina, Argentina (ING)
Lagos, Nigeria (LOS)
Lahadbatu, Malaysia (LDU)
Lahore, Pakistan (LHE)
Lakeba, Fiji (LKB)
Lakselv, Norway (LKL)
Lalibela, Ethiopia (LLI)
Lamap, Vanuatu (LPM)
Lamen Bay, Vanuatu (LNB)
Lamezia-Terme, Italy (SUF)
Lampang, Thailand (LPI)
Lampedusa, Italy (LMP)
Lamu, Kenya (LAU)
Lands End, United Kingdom (LEQ)
Langguri, Indonesia (LUV)
Langkawi, Malaysia (LGK)
Lannion, France (LAI)
Lanzarote, Spain (ACE)
Lanzhau, Guinea (LHW)
Lanzhou, China (ZGC)
Laoag, Philippines (LAO)
Lappeenranta, Finland (LPP)
Larantuka, Indonesia (LKA)
Larnaca, Cyprus (LCA)
Larochelle, France (LRH)
Las Palmas, Spain (LPA)
Las Piedras, Venezuela (LSP)
Latakia, Syria (LTK)
Laucala Island, Fiji (LUC)
Launceston, TS, Australia (LST)
Luanda, Angola (LAD)
Laverton, WA, Australia (LVO)
Lawas, Malaysia (LWY)
Le Havre, France (LEH)
Le Mans, France (ZLN)
Le Puy, France (LPY)
Le Touquet, France (LTQ)
Learmonth, WA, Australia (LEA)
Leeds, United Kingdom (LBA)
Legaspi, Philippines (LGP)
Leh, India (IXL)
Leinster, WA, Australia (LER)
Leipzig, Germany (LEJ)
Leknes, Norway (LKN)
Lemnos, Greece (LXS)
Leon, Mexico (BJX)
Leonora, WA, Australia (LNO)
Leticia, Colombia (LET)
Lhasa, China (LXA)
Lianyungang, China (LYG)
Liberia, Costa Rica (LIR)
Libreville, Gabon (LBV)
Lichinga, Mozambique (VXC)
Liege, Belgium (LGG)
Lifa, New Caledonia (LIF)
Lightning Ridge, NS, Australia (LHG)
Lihir Island, Papua New Guinea (LNV)
Lijiang City, China (LJG)
Likiep Island, Marshall Islands (LIK)
Lille, France - Lesquin (LIL)
Lille, France - Rail service (XDB)
Lilongwe, Malawi (LLW)
Lima, Peru (LIM)
Limbang, Malaysia (LMN)
Limoges, France (LIG)
Lindeman Island, QL, Australia (LDC)
Lindi, Tanzania (LDI)
Linkoping, Sweden (LPI)
Linyi, China (LYI)
Linz, Austria (LNZ)
Lisbon, Portugal (LIS)
Lismore, NS, Australia (LSY)
Liuzhou, China (LZH)
Liverpool, United Kingdom (LPL)
Livingstone, Zambia (LVI)
Lizard Island, QL, Australia (LZR)
Ljubliana, Slovenia (LJU)
Lockhart River, Australia (IRG)
Loen, Marshall Islands (LOF)
Loja, Ecuador (LOH)
Lome, Togo (LFW)
London, United Kingdom - All airports (LON)
London, United Kingdom - Biggin Hill (BQH)
London, United Kingdom - Gatwick (LGW)
London, United Kingdom - Heathrow (LHR)
London, United Kingdom - London City (LCY)
London, United Kingdom - Luton (LTN)
London, United Kingdom - Stansted (STN)
Londonderry, United Kingdom (LDY)
London-Paddington, United Kingdom - Rail service (QQP)
Londrina, PR, Brazil (LDB)
Long Apung, Indonesia (LPU)
Long Banga, Malaysia (LBP)
Long Bawan, Indonesia (LBW)
Long Island, Australia (HAP)
Long Island/Deadmans Cay, Bahamas (LGI)
Long Lellang, Malaysia (LGL)
Long Seridan, Malaysia (ODN)
Longana, Vanuatu (LOD)
Longreach, QL, Australia (LRE)
Longyearbyen, Svalbard & Jan Mayen Island (LYR)
Lonorore, Vanuatu (LNE)
Lord Howe Island, NS, Australia (LDH)
Loreto, Mexico (LTO)
Lorient, France (LRT)
Los Cabos, Mexico (SJD)
Los Mochis, Mexico (LMM)
Losuia, Papua New Guinea (LSA)
Lourdes/Tarbes, France (LDE)
Lozaro Cardenas, Mexico (LZC)
Luanda, Angola (LAD)
Luang Namtha, Laos (LXG)
Luang Prabang, Laos (LPQ)
Lucknow, India (LKO)
Luderitz, Namibia (LUD)
Lugano, Switzerland (LUG)
Lugansk, Uganda (VSG)
Lukla, Nepal (LUA)
Lulea, Sweden (LLA)
Lumbashi, Congo (FBM)
Luoyang, China (LYA)
Lusaka, Zambia (LUN)
Luwuk, Indonesia (LUW)
Luxembourg, Luxembourg (LUX)
Luxi, China (LUM)
Luxor, Egypt (LXR)
Luzhou, China (LZO)
Lvov, Ukraine (LWO)
Lyoksele, Sweden (LYC)
Lyon, France - Satolas (LYS)
Lyon, France - Lyon Part-Dieu Rail service (XYD)
Maastricht, Netherlands (MST)
Mabuiag Island, QL, Australia (UBB)
Macapa, AP, Brazil (MCP)
Macas, Ecuador (XMS)
Macau, China (MFM)
Maceio, AL, Brazil (MCZ)
Machala, Ecuador (MCH)
Mackay, QL, Australia (MKY)
Madang, Papua New Guinea (MAG)
Madinah, Saudi Arabia (MED)
Madrid, Spain (MAD)
Madurai, India (IXM)
Mae Hong Son, Thailand (HGN)
Mae Sot, Thailand (MAQ)
Maewo, Vanuatu (MWF)
Mafia, Tanzania (MFA)
Magadan, Russia (GDX)
Magnitogorsk, Russia (MQF)
Mahanoro, Madagascar (VVB)
Mahe Island, Seychelles (SEZ)
Maintirano, Madagascar (MXT)
Maio, Cape Verde (MMO)
Majkin, Marshall Islands (MJE)
Majunga, Madagascar (MJN)
Majuro, Marshall Islands (MAJ)
Makale, Ethiopia (MQX)
Makhachkala, Russia (MCX)
Makokou, Gabon (MKU)
Makung, Taiwan (MZG)
Malabo, Equatorial Guinea (SSG)
Malacca, Malaysia (MKZ)
Malaga, Spain (AGP)
Malakai, Sudan (MAK)
Malargue, MD, Argentina (LGS)
Malatya, Turkey (MLX)
Male, Maldives (MLE)
Malindi, Kenya (MYD)
Malmo, Sweden (MMX)
Maloelap Island, Marshall Islands (MAV)
Malololailai, Fiji (PTF)
Malta, Malta (MLA)
Mampikony, Madagascar (WMP)
Mana Island, Fiji (MNF)
Manado, Indonesia (MDC)
Managua, Nicaragua (MGA)
Manakara, Madagascar (WVK)
Mananara, Madagascar (WMR)
Manang, Nepal (NGX)
Mananjary, Madagascar (MNJ)
Manaus, AM, Brazil (MAO)
Manchester, United Kingdom (MAN)
Mandalay, Myanmar (MDL)
Mandritsara, Madagascar (WMA)
Mangaia Island, Cook Islands (MGS)
Mangalore, India (IXE)
Mangrove Cay, Bahamas (MAY)
Mangu, Zambia (MNR)
Manguna, Papua New Guinea (MFO)
Manihi, French Polynesia (XMH)
Manihiki Island, Cook Islands (MHX)
Manila, Philippines (MNL)
Maningrioa, NT, Australia (MNG)
Manizales, Colombia (MZL)
Manja, Madagascar (MJA)
Mannheim, Germany (MHG)
Manokwari, Indonesia (MKW)
Manston, United Kingdom (MSE)
Manta, Ecuador (MEC)
Manus Island, Papua New Guinea (MAS)
Manzanillo, Cuba (MZO)
Manzanillo, Mexico (ZLO)
Manzini, Swaziland (MTS)
Mao, Chad (AMO)
Maota Savaii Is, Western Samoa (MXS)
Maputo, Mozambique (MPM)
Mar Del Plata, BA, Argentina (MDQ)
Mara Lodges, Kenya (MRE)
Maraba, PA, Brazil (MAB)
Maracaibo, Venezuela (MAR)
Maracay, Venezuela (MYC)
Mare, New Caledonia (MEE)
Margate, South Africa (MGH)
Maribor, Slovenia (MBX)
Mariehamn, Finland (MHQ)
Mariitsoq, Greenland (JSU)
Marilia, SP, Brazil (MII)
Maringa, PR, Brazil (MGF)
Mariupol, Ukraine (MPW)
Maroantsetra, Madagascar (WMN)
Marova, Cameroon (MVR)
Marseille, France (MRS)
Marsh Harbour, Bahamas (MHH)
Marudi, Malaysia (MUR)
Maryborough, QL, Australia (MBH)
Masbate, Philippines (MBT)
Maseru, Lesotho (MSU)
Mashad, Iran (MHD)
Matamoros, Mexico (MAM)
Mataram, Indonesia (AMI)
Matsumoto, Japan (MMJ)
Matsuyama, Japan (MYJ)
Maturin, Venezuela (MUN)
Mauke Island, Cook Islands (MUK)
Maulmyine, Myanmar (MNU)
Maumere, Indonesia (MOF)
Maun, Botswana (MUB)
Maupiti, French Polynesia (MAU)
Mauritius, Mauritius (MRU)
Mayaguana, Bahamas (MYG)
Mayaguez, Puerto Rico (MAZ)
Mazatlan, Mexico (MZT)
Mbandaka, Congo (MDK)
Mbuji Mayi, Congo (MJM)
Mcarthur River, NT, Australia (MCV)
Medan, Indonesia (MES)
Medellin, Colombia - Enrique Olaya Herrera (EOH)
Medellin, Colombia - Jose Marie Cordova (MDE)
Meekatharra, WA, Australia (MKR)
Mehamn, Norway (MEH)
Meixian, China (MXZ)
Mejit Island, Marshall Islands (MJB)
Mekane Selam, Ethiopia (MKS)
Melbourne, Victoria, Australia (MEL)
Melilla, Spain (MLN)
Memanbetsu, Japan (MMB)
Mendi, Ethiopia (NDM)
Mendi, Papua New Guinea (MDU)
Mendoza, MD, Argentina (MDZ)
Menorca, Spain (MAH)
Menyamya, Papua New Guinea (MYX)
Merauke, Indonesia (MKQ)
Merave, Sudan (MWE)
Merdey, Indonesia (RDE)
Merida, Mexico (MID)
Merida, Venezuela (MRD)
Merimbula, NS, Australia (MIM)
Mersa Matruh, Egypt (MUH)
Metz/Nancy, France (ETZ)
Mexicali, Mexico (MXL)
Mexico City, Mexico (MEX)
Mfume, Zambia (MFU)
Miandrivazo, Madagascar (ZVA)
Middle Caicos, Turks and Caicos (MDS)
Midway Island, US Minor Outlying Islands (MDY)
Mikkeli, Finland (MIK)
Mikonos, Greece (JMK)
Milan, Italy - Orio Al Serio (BGY)
Milan, Italy - Linate (LIN)
Milan, Italy - Malpensa (MXP)
Milan, Italy - Parma (PMF)
Mildura, VI, Australia (MQL)
Mili Island, Marshall Islands (MIJ)
Milingimbi, NT, Australia (MGT)
Minami Daito, Japan (MMD)
Minatitla, Mexico (MTT)
Mindiptana, Indonesia (MDP)
Mineralnye Vody, Russia (MRV)
Minsk, Belarus - Minsk International 1 (MHP)
Minsk, Belarus - Minsk International 2 (MSQ)
Miri, Malaysia (MYY)
Mirnyj, Russia (MJZ)
Misawa, Japan (MSJ)
Misima Island, Papua New Guinea (MIS)
Misurata, Libya (MRA)
Mitiaro Island, Cook Islands (MOI)
MiyakeJima, Japan (MYE)
Miyako Jima, Japan (MMY)
Mizan Teferi, Ethiopia (MTF)
Mo I Rana, Norway (MQN)
Moa, Cuba (MOA)
Moala, Fiji (MFJ)
Moanamani, Indonesia (ONI)
Moanda, Congo (MNB)
Moanda, Gabon (MFF)
Mogadishu, Somalia (MGQ)
Mohenjodaro, Denmark (MJD)
Mokpo, South Korea (MPK)
Mokuti Lodge, Namibia (OKU)
Molde, Norway (MOL)
Mombasa, Kenya (MBA)
Monastir, Tunisia (MIR)
Monbetsu, Japan (MBE)
Monclova, Mexico (LOV)
Monkey Mia, WA, Australia (MJK)
Mono, Solomon Islands (MNY)
Monrovia, Liberia (ROB)
Monte Carlo, Monaco (MCM)
Monte Dourado, PA, Brazil (MEU)
Montego Bay, Jamaica (MBJ)
Monteria, Colombia (MTR)
Monterrey, Mexico (MTY)
Montes Claros, MG, Brazil (MOC)
Montevideo, Uruguay (MVD)
Montpellier, France (MPL)
Montserrat, Montserrat (MNI)
Moorea, French Polynesia (MOZ)
Mopti, Mali (MZI)
Mora, Sweden (MXX)
Morafenobe, Madagascar (TVA)
Morambe, Madagascar (MXM)
Moranbah, QL, Australia (MOV)
Moree, NS, Australia (MRZ)
Morelia, Mexico (MLM)
Morioka, Japan (HNA)
Mornington, QL, Australia (ONG)
Moro, Papua New Guinea (MXH)
Morondava, Madagascar (MOQ)
Moroni, Comoros (HAH)
Moruya, NS, Australia (MYA)
Moscow, Russia - all locations (MOW)
Moscow, Russia - Bykovo (BKA)
Moscow, Russia - Domodedovo (DME)
Moscow, Russia - Sheremetyevo (SVO)
Moscow, Russia - Vnukovo (VKO)
Mosjoen, Norway (MJF)
Mostar, Bosnia and Herzegovina (OMO)
Mota Lava, Vanuatu (MTV)
Mouila, Gabon (MJL)
Mount Cook, New Zealand (MON)
Mount Gambier, SA, Australia (MGB)
Mount Hagen, Papua New Guinea (HGU)
Mount Hotham, VI, Australia (MHU)
Mount Isa, Australia (ISA)
Mount Keith, WA, Australia (WME)
Mount Magnet, WA, Australia (MMG)
Mount Pleasant, Falkland Islands (MPN)
Mpacha, Namibia (MPA)
Mtwara, Tanzania (MYW)
